project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days
LA-02300,Railway,Uttar Pradesh,Kanpur,5.0,102,68.2,57.33,100.0,1,2,2,51.05,71.56,62.58,68.06,Compensation,530,453
LA-01011,Urban Development,Uttar Pradesh,Kanpur,13.38,62,68.58,86.01,83.56,1,3,2,88.6,100.0,89.28,77.27,Compensation,264,352
LA-00776,Highway,Maharashtra,Aurangabad,17.46,112,75.25,57.43,100.0,3,4,4,79.05,65.21,77.02,89.17,Notification,378,607
LA-00480,Industrial,Maharashtra,Nashik,22.3,46,77.29,89.41,36.32,3,4,2,75.28,100.0,51.47,65.67,Compensation,414,432
LA-02400,Industrial,Maharashtra,Nashik,15.15,111,78.49,79.9,28.16,0,2,2,30.37,30.5,64.36,41.82,Notification,514,544
LA-01058,Urban Development,Uttar Pradesh,Kanpur,5.0,149,72.91,62.77,55.03,7,3,3,52.34,54.8,37.18,46.56,Possession,552,615
LA-00939,Power,Tamil Nadu,Tiruchirappalli,9.64,86,49.43,84.95,38.84,2,1,2,49.97,55.3,40.96,59.41,Rehabilitation,477,551
LA-00914,Industrial,Telangana,Warangal,17.73,82,54.12,63.06,27.05,2,3,2,77.91,83.33,74.12,65.62,Rehabilitation,431,482
LA-00386,Power,Rajasthan,Jaipur,20.73,118,48.31,62.31,52.96,2,6,3,96.75,74.74,49.72,53.85,Valuation,404,557
LA-00485,Railway,Karnataka,Mysuru,14.29,45,67.74,99.17,66.38,2,4,2,24.71,72.91,65.41,54.75,Valuation,481,508
LA-00793,Industrial,Uttar Pradesh,Kanpur,5.0,104,52.1,73.61,78.71,0,4,3,25.25,78.68,68.51,64.15,Notification,492,566
LA-00537,Urban Development,Uttar Pradesh,Lucknow,9.46,66,63.17,43.81,73.21,1,0,0,26.71,64.43,54.13,54.78,Valuation,443,504
LA-02282,Railway,Tamil Nadu,Coimbatore,14.54,106,92.38,86.51,87.66,3,2,2,29.98,84.14,78.89,81.78,Notification,468,571
LA-01512,Railway,Gujarat,Kutch,7.35,92,65.19,63.64,28.71,2,3,0,37.38,60.26,89.52,52.54,Possession,428,466
LA-02183,Industrial,Madhya Pradesh,Indore,8.47,113,65.65,48.4,62.03,1,1,1,97.21,65.39,67.34,43.22,Compensation,599,509
LA-01408,Railway,Karnataka,Hubballi,5.0,17,91.58,58.52,84.13,1,1,1,48.09,60.73,71.98,79.81,Notification,140,379
LA-02143,Industrial,Gujarat,Surat,8.92,84,100.0,64.54,74.71,1,2,2,31.2,60.11,48.99,49.25,Possession,608,568
LA-00687,Irrigation,Karnataka,Hubballi,29.2,120,100.0,82.6,84.62,5,3,3,86.44,52.09,82.05,86.89,Rehabilitation,386,668
LA-00596,Industrial,Maharashtra,Thane,9.59,46,88.95,74.54,62.3,0,3,1,91.08,76.1,53.75,79.79,Valuation,320,532
LA-02409,Industrial,Rajasthan,Udaipur,5.17,15,60.54,100.0,56.14,0,1,0,50.19,87.22,80.72,77.05,Rehabilitation,153,389
LA-01239,Irrigation,Madhya Pradesh,Jabalpur,5.02,50,100.0,45.31,81.2,0,0,1,16.65,89.14,94.09,66.53,Notification,414,533
LA-01111,Industrial,Telangana,Nizamabad,5.0,119,80.23,60.99,80.72,0,0,2,54.34,49.31,83.05,77.96,Possession,336,532
LA-01562,Railway,Karnataka,Hubballi,5.0,145,62.3,80.14,73.37,5,2,2,69.34,75.44,76.1,62.56,Possession,283,542
LA-00969,Power,Telangana,Warangal,23.02,143,94.93,100.0,54.78,4,3,4,48.03,44.91,49.13,70.49,Possession,295,470
LA-00311,Power,Gujarat,Surat,5.0,95,100.0,69.27,63.95,3,2,0,97.63,31.33,74.69,70.32,Notification,284,560
LA-01891,Urban Development,Tamil Nadu,Coimbatore,5.0,24,77.16,76.99,87.3,0,4,0,95.42,75.31,100.0,78.84,Compensation,268,492
LA-00487,Irrigation,Maharashtra,Nagpur,5.0,26,59.22,78.67,59.1,0,5,0,19.63,62.47,77.81,62.62,Valuation,297,445
LA-00553,Power,Madhya Pradesh,Bhopal,5.0,53,83.56,59.5,47.85,0,4,0,78.77,78.5,27.01,50.96,Notification,369,436
LA-00944,Urban Development,Rajasthan,Jaipur,5.97,61,82.12,71.66,73.29,0,1,1,81.56,94.1,51.85,73.48,Rehabilitation,339,459
LA-00588,Industrial,Uttar Pradesh,Prayagraj,6.93,53,92.49,31.68,41.35,2,3,1,63.29,96.11,49.19,42.2,Notification,607,532
LA-01629,Irrigation,Karnataka,Mysuru,5.0,69,57.97,79.5,42.9,4,3,0,60.81,73.97,88.24,63.6,Notification,329,449
LA-01801,Railway,Maharashtra,Nagpur,5.48,59,94.35,83.86,26.97,1,3,0,43.37,53.36,69.97,62.12,Notification,238,452
LA-01284,Industrial,Madhya Pradesh,Gwalior,5.7,123,79.92,72.48,92.19,4,1,2,62.67,53.44,61.27,79.08,Compensation,269,585
LA-00652,Urban Development,Karnataka,Hubballi,5.0,88,82.51,41.41,92.3,6,3,1,62.91,63.95,53.78,62.12,Compensation,395,507
LA-01661,Railway,Telangana,Khammam,5.37,64,92.48,78.64,57.0,1,4,2,33.2,29.75,78.09,70.26,Valuation,419,540
LA-01592,Urban Development,Uttar Pradesh,Agra,17.65,78,80.28,96.03,45.42,1,2,0,51.82,70.82,76.76,67.42,Possession,407,532
LA-00689,Irrigation,Telangana,Nizamabad,13.45,100,46.68,38.28,46.0,5,7,3,57.31,44.66,91.72,68.45,Rehabilitation,211,561
LA-00703,Irrigation,Maharashtra,Aurangabad,5.0,95,66.98,31.77,59.15,1,1,1,27.44,81.61,49.16,46.71,Rehabilitation,286,312
LA-01148,Highway,Karnataka,Belagavi,5.0,89,95.13,37.74,100.0,1,2,1,74.54,67.01,85.4,74.82,Rehabilitation,287,412
LA-00911,Highway,Karnataka,Mysuru,5.0,153,88.38,70.92,59.34,3,1,1,53.27,67.53,57.39,64.69,Valuation,244,600
LA-01039,Railway,Karnataka,Mangaluru,8.1,58,100.0,72.47,13.75,1,3,0,68.84,91.88,95.75,60.04,Valuation,479,507
LA-00353,Urban Development,Karnataka,Bengaluru,9.53,94,68.8,54.5,42.07,1,0,1,37.61,81.98,58.68,50.07,Valuation,254,516
LA-00146,Urban Development,Telangana,Karimnagar,5.0,7,29.85,60.98,76.14,1,3,2,88.81,58.74,69.52,62.2,Notification,278,403
LA-02439,Railway,Tamil Nadu,Coimbatore,11.37,8,63.5,86.83,18.65,0,2,1,67.13,70.78,81.08,58.52,Valuation,196,383
LA-01141,Irrigation,Maharashtra,Thane,21.38,111,66.01,71.97,55.88,1,1,2,63.9,60.8,52.35,61.12,Valuation,523,608
LA-01362,Railway,Uttar Pradesh,Kanpur,6.2,77,70.08,99.97,78.77,8,1,0,32.45,42.33,80.69,86.17,Compensation,334,654
LA-00535,Industrial,Tamil Nadu,Salem,5.13,86,100.0,47.3,35.28,2,6,4,39.36,34.65,87.83,49.46,Valuation,375,464
LA-01843,Railway,Rajasthan,Ajmer,5.0,166,82.97,70.37,39.79,2,4,3,44.1,70.6,88.35,53.74,Valuation,426,567
LA-00065,Industrial,Uttar Pradesh,Varanasi,14.43,88,82.27,69.97,55.53,1,6,0,71.14,44.24,63.65,58.42,Valuation,470,596
LA-01758,Industrial,Tamil Nadu,Tiruchirappalli,10.53,51,98.54,73.96,61.8,1,3,0,91.09,89.79,73.22,83.54,Notification,297,465
LA-02275,Irrigation,Madhya Pradesh,Jabalpur,5.09,73,79.13,53.05,38.44,1,2,1,29.03,74.97,90.84,49.53,Rehabilitation,258,523
LA-01114,Urban Development,Madhya Pradesh,Bhopal,5.0,173,79.83,61.11,70.55,6,2,5,28.48,53.68,88.76,79.34,Compensation,562,703
LA-00785,Urban Development,Madhya Pradesh,Ujjain,9.02,122,62.85,100.0,83.25,2,3,2,71.25,64.28,65.84,87.36,Rehabilitation,277,633
LA-02384,Highway,Tamil Nadu,Chennai,5.0,21,77.3,77.22,61.43,0,0,0,83.89,33.29,40.6,78.66,Possession,263,497
LA-02111,Highway,Tamil Nadu,Madurai,6.26,138,62.62,61.42,45.0,4,2,0,82.95,50.56,61.25,66.25,Rehabilitation,331,511
LA-01769,Highway,Tamil Nadu,Madurai,14.52,46,58.31,51.15,60.12,1,2,2,99.26,63.48,58.05,60.23,Rehabilitation,461,513
LA-02125,Power,Telangana,Khammam,14.5,43,84.05,56.67,67.28,0,1,1,36.04,100.0,24.95,38.31,Notification,500,485
LA-00036,Power,Karnataka,Mangaluru,6.37,21,64.12,96.32,25.43,0,2,2,78.15,39.74,69.32,72.27,Valuation,345,472
LA-01853,Industrial,Telangana,Hyderabad,37.33,166,69.07,55.07,77.86,5,0,1,54.87,82.55,95.36,84.47,Valuation,495,611
LA-01725,Power,Gujarat,Kutch,5.0,79,84.14,85.4,82.97,1,3,3,85.22,41.08,55.94,74.35,Valuation,316,508
LA-01393,Irrigation,Uttar Pradesh,Varanasi,5.0,58,100.0,81.53,85.69,0,3,0,38.25,61.59,42.15,67.76,Notification,304,526
LA-00159,Irrigation,Madhya Pradesh,Indore,22.98,26,54.39,58.1,57.78,0,2,0,45.14,93.54,76.08,48.54,Notification,499,417
LA-01229,Power,Telangana,Warangal,5.0,72,63.6,54.63,63.17,1,6,0,21.32,100.0,100.0,66.24,Rehabilitation,496,441
LA-02079,Highway,Rajasthan,Kota,13.68,111,97.71,81.97,44.1,6,6,2,81.36,47.88,73.52,58.16,Valuation,440,560
LA-00173,Railway,Karnataka,Mangaluru,8.88,129,81.81,88.08,57.46,4,1,3,91.49,53.5,73.6,64.38,Possession,369,581
LA-02116,Highway,Karnataka,Mangaluru,24.91,129,90.47,63.12,36.04,2,1,4,56.49,91.56,97.94,64.78,Possession,496,523
LA-00624,Industrial,Gujarat,Ahmedabad,5.24,105,70.67,68.41,63.55,2,3,0,98.55,45.19,61.75,67.65,Valuation,353,698
LA-00999,Power,Uttar Pradesh,Agra,5.8,91,45.38,59.92,79.66,2,1,2,49.74,68.63,57.91,64.63,Possession,454,545
LA-00435,Highway,Telangana,Nizamabad,10.68,76,82.37,65.43,78.68,1,2,2,22.92,54.82,93.92,76.38,Compensation,336,454
LA-00529,Power,Maharashtra,Aurangabad,7.9,100,77.49,80.49,56.61,1,1,1,66.45,49.47,60.4,55.64,Possession,430,550
LA-00702,Power,Uttar Pradesh,Kanpur,8.15,133,51.74,80.4,63.75,3,3,2,73.59,58.33,83.95,77.49,Rehabilitation,538,503
LA-02134,Highway,Rajasthan,Udaipur,5.0,101,100.0,85.54,58.65,3,2,0,57.98,56.73,89.33,90.66,Rehabilitation,290,497
LA-01120,Highway,Rajasthan,Kota,7.76,76,58.13,67.95,100.0,4,5,3,50.4,23.74,77.93,80.37,Possession,224,541
LA-00690,Highway,Tamil Nadu,Madurai,5.0,79,85.31,63.06,44.7,0,2,0,100.0,100.0,50.8,66.48,Valuation,314,482
LA-01213,Railway,Telangana,Warangal,5.0,89,81.99,61.66,58.07,6,3,0,25.11,29.38,86.02,73.44,Possession,399,708
LA-02084,Industrial,Rajasthan,Ajmer,5.0,114,66.49,71.34,50.22,6,1,0,36.66,30.03,100.0,61.19,Valuation,486,620
LA-00230,Irrigation,Karnataka,Hubballi,7.38,150,78.33,46.22,62.9,5,5,2,34.89,77.47,100.0,78.63,Notification,319,589
LA-02196,Irrigation,Telangana,Warangal,5.0,103,100.0,77.61,30.86,3,5,2,63.65,71.69,68.52,68.79,Possession,448,508
LA-01787,Irrigation,Uttar Pradesh,Kanpur,5.01,138,88.07,66.34,68.92,7,1,2,19.51,79.74,64.81,58.96,Possession,677,701
LA-01549,Irrigation,Telangana,Hyderabad,5.0,63,95.35,82.61,40.52,0,2,2,88.26,49.39,52.69,78.09,Rehabilitation,338,522
LA-01946,Highway,Maharashtra,Nagpur,6.55,49,82.79,93.32,67.04,3,2,2,56.77,54.09,64.13,68.05,Possession,494,633
LA-01878,Industrial,Uttar Pradesh,Prayagraj,21.37,57,82.74,50.14,40.39,0,2,0,25.51,52.51,77.93,55.4,Notification,337,463
LA-01375,Railway,Uttar Pradesh,Prayagraj,5.0,19,80.3,67.45,68.19,1,5,0,58.92,74.93,81.21,73.44,Valuation,375,526
LA-00126,Power,Karnataka,Mysuru,5.13,63,93.99,79.92,64.97,0,4,1,64.6,56.81,47.42,58.61,Valuation,311,471
LA-01223,Highway,Gujarat,Kutch,5.0,106,93.77,74.0,69.9,4,2,1,46.46,44.51,85.84,60.73,Possession,313,482
LA-01361,Power,Rajasthan,Ajmer,15.86,113,87.32,63.36,86.46,2,1,2,51.45,83.73,100.0,75.92,Notification,440,577
LA-02260,Irrigation,Karnataka,Belagavi,6.85,30,90.98,84.82,85.66,1,2,0,80.11,89.74,66.54,82.25,Compensation,350,465
LA-01739,Industrial,Uttar Pradesh,Varanasi,6.42,147,69.65,81.93,47.54,1,3,5,68.4,42.76,84.41,60.56,Valuation,412,515
LA-00574,Power,Madhya Pradesh,Indore,7.5,128,76.4,70.79,90.37,3,1,3,38.17,80.23,95.54,65.89,Notification,487,570
LA-00811,Irrigation,Maharashtra,Thane,16.24,26,81.49,94.18,77.05,1,1,1,35.95,29.58,81.81,66.21,Valuation,138,433
LA-00869,Highway,Madhya Pradesh,Gwalior,40.14,115,100.0,69.33,67.52,3,2,2,74.3,75.12,87.27,71.65,Valuation,333,515
LA-01160,Power,Maharashtra,Nagpur,6.26,74,89.58,70.35,68.73,1,2,2,100.0,67.52,79.47,77.95,Notification,303,508
LA-01374,Irrigation,Maharashtra,Thane,11.81,108,85.43,59.52,26.88,1,2,1,26.64,100.0,76.84,63.94,Rehabilitation,435,500
LA-00761,Urban Development,Rajasthan,Kota,5.0,24,98.27,46.07,13.04,0,0,0,74.95,72.06,64.98,53.82,Compensation,285,430
LA-00576,Power,Karnataka,Bengaluru,7.15,69,72.81,75.98,50.28,0,4,2,62.0,61.33,59.22,61.4,Compensation,354,584
LA-01859,Highway,Maharashtra,Nashik,5.0,1,61.64,55.58,89.17,1,3,1,20.09,42.21,75.08,76.19,Compensation,237,447
LA-00605,Highway,Maharashtra,Thane,9.46,98,64.31,72.89,43.32,2,3,6,34.72,64.15,78.49,54.3,Notification,564,524
LA-00816,Urban Development,Gujarat,Rajkot,6.13,102,83.29,73.3,77.43,5,3,0,67.71,53.24,60.57,79.14,Valuation,460,597
LA-01297,Industrial,Maharashtra,Nagpur,8.98,125,61.77,73.56,49.94,3,1,2,41.42,47.27,83.28,62.27,Possession,399,512
LA-00403,Railway,Telangana,Warangal,5.0,109,95.46,57.38,30.55,3,2,3,7.0,85.65,88.49,67.95,Valuation,398,571
LA-01452,Urban Development,Karnataka,Hubballi,20.95,98,67.43,84.54,52.51,4,1,2,91.16,49.38,75.02,82.57,Rehabilitation,462,575
LA-01021,Irrigation,Rajasthan,Jaipur,5.0,99,70.83,39.04,83.61,3,6,0,17.76,79.85,82.67,56.75,Rehabilitation,368,573
LA-01271,Urban Development,Gujarat,Vadodara,5.0,30,99.24,68.86,42.04,0,0,1,24.07,54.23,62.9,63.86,Compensation,337,466
LA-01406,Industrial,Tamil Nadu,Coimbatore,10.22,71,83.25,46.78,39.01,0,0,4,67.62,57.2,69.85,64.57,Valuation,491,522
LA-01660,Power,Maharashtra,Pune,10.58,64,77.25,27.1,84.11,1,2,1,14.99,36.55,62.02,55.97,Possession,207,485
LA-02030,Industrial,Maharashtra,Aurangabad,5.0,86,68.34,61.64,31.02,4,1,1,84.18,52.01,73.78,69.59,Compensation,670,633
LA-01334,Railway,Rajasthan,Kota,5.83,90,61.58,67.6,29.61,2,4,0,63.25,61.28,77.29,60.37,Notification,454,571
LA-00973,Irrigation,Tamil Nadu,Salem,20.74,1,71.13,37.08,64.29,2,4,1,100.0,49.89,70.72,60.86,Possession,260,442
LA-01438,Power,Maharashtra,Nagpur,7.81,84,90.51,38.25,55.66,1,3,2,53.51,47.65,29.2,59.84,Rehabilitation,356,449
LA-01781,Power,Tamil Nadu,Salem,11.94,108,49.12,38.81,61.11,1,2,3,70.71,62.45,65.9,68.21,Possession,302,529
LA-00448,Industrial,Tamil Nadu,Coimbatore,5.0,73,89.11,71.38,61.08,1,3,3,88.25,41.75,69.76,64.38,Rehabilitation,293,484
LA-01973,Highway,Telangana,Warangal,10.53,40,100.0,49.21,72.44,1,3,0,97.43,89.89,50.8,67.57,Compensation,369,495
LA-01837,Power,Rajasthan,Jaipur,5.93,164,82.2,52.56,42.16,3,4,6,100.0,56.9,100.0,65.72,Possession,491,526
LA-00565,Irrigation,Rajasthan,Udaipur,18.5,89,81.53,89.72,96.81,2,4,1,52.79,50.36,59.36,92.91,Compensation,302,498
LA-01024,Power,Tamil Nadu,Salem,21.08,132,72.26,72.82,54.75,3,3,3,54.74,69.36,65.25,67.93,Valuation,370,506
LA-00078,Power,Tamil Nadu,Coimbatore,5.0,52,77.76,72.03,39.12,1,4,1,17.69,47.47,84.3,46.67,Compensation,309,510
LA-01237,Power,Gujarat,Ahmedabad,5.0,37,67.64,96.33,63.34,1,2,1,25.26,87.37,55.94,65.49,Valuation,253,418
LA-00899,Irrigation,Maharashtra,Nagpur,6.76,88,80.73,69.64,100.0,3,1,1,44.0,78.09,64.33,81.49,Rehabilitation,216,429
LA-01933,Urban Development,Telangana,Khammam,20.83,138,86.17,100.0,85.28,4,6,3,93.45,50.39,71.88,89.63,Notification,278,509
LA-02130,Railway,Madhya Pradesh,Jabalpur,10.93,63,69.22,80.44,96.52,1,5,0,41.67,49.75,76.11,77.71,Compensation,322,517
LA-02353,Industrial,Gujarat,Ahmedabad,13.39,95,79.91,85.13,38.77,1,3,1,37.16,26.86,100.0,50.34,Compensation,390,488
LA-00443,Irrigation,Karnataka,Mangaluru,14.39,114,94.29,100.0,88.11,3,3,1,64.72,49.08,69.81,79.16,Rehabilitation,333,615
LA-02129,Urban Development,Gujarat,Vadodara,7.78,101,87.62,83.01,79.23,2,3,2,66.61,31.54,60.84,75.76,Compensation,187,507
LA-02120,Urban Development,Tamil Nadu,Salem,11.7,74,67.03,90.26,89.03,2,2,0,63.09,77.01,70.39,80.03,Valuation,254,490
LA-01193,Irrigation,Tamil Nadu,Salem,7.45,121,100.0,65.66,87.34,3,2,1,61.73,67.91,60.1,74.23,Rehabilitation,216,443
LA-00022,Railway,Gujarat,Rajkot,25.56,193,100.0,65.02,85.37,3,2,5,75.49,95.37,87.67,83.99,Rehabilitation,456,603
LA-01353,Railway,Tamil Nadu,Chennai,7.12,69,86.79,78.86,29.42,1,2,0,56.84,65.66,31.99,62.67,Valuation,516,545
LA-01748,Highway,Uttar Pradesh,Prayagraj,18.72,107,80.93,97.74,81.82,3,3,0,48.84,89.77,77.05,65.96,Notification,329,526
LA-01269,Irrigation,Rajasthan,Jaipur,7.69,113,82.45,67.31,57.35,2,7,3,100.0,74.02,94.91,71.89,Notification,536,561
LA-00630,Industrial,Tamil Nadu,Madurai,7.23,114,77.38,58.26,71.3,4,1,4,72.24,56.55,100.0,65.6,Compensation,498,487
LA-02153,Industrial,Uttar Pradesh,Prayagraj,19.79,80,96.1,54.88,60.92,0,5,2,45.97,27.78,100.0,65.5,Compensation,489,499
LA-00149,Irrigation,Telangana,Karimnagar,12.48,63,100.0,16.71,78.8,1,1,3,17.65,94.16,48.78,63.56,Notification,364,476
LA-00368,Irrigation,Rajasthan,Jaipur,5.08,7,58.38,87.1,69.81,0,1,0,91.53,67.69,42.41,62.54,Possession,469,516
LA-01600,Power,Tamil Nadu,Madurai,5.0,97,88.14,49.35,73.28,2,3,4,54.8,81.67,71.06,57.56,Possession,475,575
LA-01016,Railway,Telangana,Karimnagar,5.0,60,92.91,100.0,32.13,0,1,0,100.0,72.01,52.85,75.1,Rehabilitation,282,548
LA-00951,Industrial,Gujarat,Kutch,10.58,8,65.19,40.06,28.73,0,3,1,62.35,93.85,44.87,52.55,Possession,556,512
LA-00684,Irrigation,Telangana,Karimnagar,5.59,80,89.48,45.93,95.77,0,4,0,46.51,77.5,77.88,76.45,Notification,502,463
LA-01709,Highway,Gujarat,Surat,11.83,40,90.23,100.0,62.41,1,4,0,69.67,54.22,66.98,82.06,Notification,362,426
LA-00357,Industrial,Telangana,Warangal,7.15,74,65.67,60.99,41.83,2,2,1,33.2,64.98,56.08,51.74,Valuation,496,530
LA-02099,Railway,Tamil Nadu,Coimbatore,5.0,1,59.48,47.65,53.15,2,0,1,61.22,57.89,73.83,48.74,Compensation,411,588
LA-02307,Railway,Karnataka,Bengaluru,5.0,122,86.02,64.88,29.2,4,3,1,56.84,48.69,65.84,56.84,Compensation,299,525
LA-01682,Urban Development,Tamil Nadu,Chennai,17.13,30,72.73,68.74,12.07,1,3,2,93.32,43.23,67.41,45.07,Rehabilitation,293,324
LA-01997,Highway,Maharashtra,Thane,5.0,42,84.87,56.98,49.52,0,5,1,62.54,75.16,53.91,53.92,Notification,183,508
LA-00135,Power,Telangana,Khammam,6.02,66,76.95,79.59,83.24,1,1,0,44.41,95.39,49.51,67.46,Rehabilitation,459,520
LA-02202,Highway,Gujarat,Surat,5.0,41,77.26,100.0,90.99,0,2,3,74.2,100.0,95.62,67.46,Rehabilitation,438,613
LA-01230,Urban Development,Uttar Pradesh,Kanpur,7.27,57,100.0,80.13,76.39,0,2,0,47.72,79.54,75.53,69.92,Compensation,365,484
LA-01693,Power,Rajasthan,Ajmer,5.0,162,59.78,53.42,75.78,3,3,4,45.58,64.43,56.59,58.25,Valuation,367,669
LA-00064,Highway,Maharashtra,Nashik,5.0,26,72.62,94.26,67.12,0,2,1,100.0,75.87,55.85,67.32,Valuation,306,356
LA-02456,Highway,Uttar Pradesh,Varanasi,9.06,30,64.4,24.62,55.29,2,1,0,45.75,46.1,84.94,57.34,Valuation,439,563
LA-01198,Power,Maharashtra,Nashik,5.0,23,100.0,100.0,73.39,0,1,0,57.57,63.62,61.74,74.82,Rehabilitation,348,488
LA-00675,Highway,Karnataka,Mysuru,12.27,103,47.14,76.26,34.75,1,3,3,29.8,70.67,49.35,45.13,Rehabilitation,459,665
LA-00616,Railway,Karnataka,Belagavi,7.3,35,77.12,83.76,85.9,2,2,0,79.55,61.89,69.01,79.8,Valuation,214,513
LA-00893,Highway,Gujarat,Surat,7.18,94,70.04,86.43,40.33,2,2,4,50.13,71.4,71.1,75.09,Possession,229,470
LA-00010,Highway,Telangana,Hyderabad,5.0,119,85.02,86.44,100.0,1,6,1,54.11,52.93,52.67,88.2,Compensation,310,525
LA-00824,Highway,Uttar Pradesh,Prayagraj,5.73,53,60.28,43.58,85.7,0,1,3,62.89,72.3,92.51,63.97,Valuation,398,502
LA-00079,Industrial,Rajasthan,Kota,5.0,61,70.75,59.16,77.93,2,2,2,49.21,46.56,17.42,62.27,Rehabilitation,217,566
LA-00909,Railway,Tamil Nadu,Madurai,5.0,89,56.45,87.78,51.78,3,3,1,82.26,36.42,90.73,63.87,Valuation,259,500
LA-01038,Highway,Uttar Pradesh,Kanpur,6.95,121,100.0,39.04,56.27,4,4,1,84.82,64.15,85.21,67.12,Possession,382,474
LA-02033,Industrial,Karnataka,Mysuru,24.86,146,53.95,76.71,85.07,4,3,3,35.37,61.2,45.76,68.24,Notification,305,477
LA-00868,Urban Development,Karnataka,Bengaluru,13.85,48,82.97,81.58,68.77,2,3,1,47.35,90.26,99.77,71.26,Notification,319,502
LA-01805,Railway,Karnataka,Mysuru,5.0,138,82.33,89.14,88.63,2,3,6,69.9,27.23,85.99,89.96,Notification,288,537
LA-02352,Industrial,Tamil Nadu,Salem,5.67,45,97.33,90.98,80.01,1,1,0,65.32,71.76,67.84,88.17,Valuation,377,513
LA-00323,Urban Development,Karnataka,Belagavi,24.82,118,81.96,47.3,45.86,0,1,0,42.07,62.48,63.9,48.4,Possession,417,533
LA-02209,Railway,Gujarat,Rajkot,12.46,195,100.0,99.84,82.39,5,1,2,38.54,87.12,75.72,78.4,Compensation,312,576
LA-02263,Power,Madhya Pradesh,Gwalior,5.0,58,100.0,10.09,56.68,0,0,1,51.63,65.04,57.94,53.82,Possession,459,575
LA-00100,Railway,Rajasthan,Jodhpur,8.6,116,61.45,79.53,75.12,2,2,1,85.45,100.0,55.2,81.7,Rehabilitation,350,539
LA-00208,Irrigation,Maharashtra,Nashik,7.67,131,94.54,54.42,68.47,4,3,1,49.02,71.71,59.8,55.69,Valuation,693,624
LA-01772,Irrigation,Maharashtra,Nashik,5.0,106,81.35,95.53,96.69,3,1,3,41.75,85.67,79.75,87.48,Rehabilitation,308,533
LA-00505,Railway,Rajasthan,Kota,6.24,86,85.25,87.31,54.5,1,3,1,48.99,65.15,86.63,67.48,Possession,255,422
LA-02191,Highway,Uttar Pradesh,Agra,10.2,87,100.0,40.84,90.75,1,3,3,36.52,67.95,60.66,51.68,Possession,321,445
LA-01647,Industrial,Gujarat,Rajkot,17.47,54,79.39,68.72,48.56,0,2,2,0.0,27.59,50.95,65.28,Rehabilitation,328,344
LA-00941,Industrial,Telangana,Khammam,14.57,105,90.72,70.27,92.29,2,1,2,73.61,37.26,82.04,62.29,Rehabilitation,310,500
LA-00212,Power,Karnataka,Belagavi,16.21,65,78.55,56.55,68.91,1,3,0,18.19,57.08,71.42,68.47,Notification,319,450
LA-01879,Highway,Rajasthan,Udaipur,10.61,152,60.79,85.08,39.51,3,1,0,88.21,53.86,53.14,57.6,Rehabilitation,527,563
LA-01699,Highway,Maharashtra,Aurangabad,5.0,166,52.29,100.0,61.96,5,5,2,81.53,34.93,47.36,63.34,Possession,344,558
LA-01319,Industrial,Telangana,Khammam,8.85,33,39.28,67.93,59.04,1,3,0,73.68,100.0,76.89,80.31,Possession,369,498
LA-01463,Urban Development,Madhya Pradesh,Bhopal,17.89,129,73.82,31.65,66.09,4,3,2,43.38,69.44,97.72,68.42,Compensation,391,549
LA-01723,Irrigation,Madhya Pradesh,Gwalior,11.3,32,73.71,30.53,60.43,2,0,0,63.61,54.31,64.81,52.69,Compensation,498,496
LA-01397,Urban Development,Tamil Nadu,Madurai,6.34,122,74.86,70.14,61.08,2,1,3,100.0,73.87,73.3,60.54,Rehabilitation,267,519
LA-00006,Power,Telangana,Warangal,8.5,48,72.43,62.16,31.8,0,2,0,67.11,73.22,78.15,56.41,Rehabilitation,207,492
LA-00339,Urban Development,Gujarat,Kutch,7.51,28,76.86,48.51,46.79,0,5,0,80.48,59.41,46.58,53.32,Compensation,543,527
LA-00281,Highway,Tamil Nadu,Coimbatore,5.0,203,71.36,73.67,51.35,6,2,5,45.2,100.0,26.97,52.72,Notification,599,533
LA-01743,Industrial,Madhya Pradesh,Ujjain,11.44,163,100.0,38.07,34.36,3,2,0,71.55,65.66,67.65,60.56,Rehabilitation,285,538
LA-01883,Industrial,Uttar Pradesh,Agra,5.0,82,55.83,66.28,38.33,1,1,0,71.6,48.32,89.81,68.8,Possession,406,585
LA-01123,Urban Development,Madhya Pradesh,Bhopal,10.12,77,93.93,61.5,51.21,1,1,3,70.17,93.91,83.28,80.38,Possession,587,696
LA-02002,Highway,Rajasthan,Kota,7.52,154,77.83,82.21,82.12,1,1,2,16.49,65.75,100.0,82.43,Valuation,343,578
LA-02022,Irrigation,Maharashtra,Aurangabad,21.09,83,47.04,73.95,52.18,4,4,4,68.3,50.9,68.34,59.66,Compensation,492,579
LA-00724,Irrigation,Telangana,Karimnagar,29.82,60,68.94,100.0,100.0,1,1,0,52.38,60.27,73.49,84.17,Valuation,329,488
LA-00649,Urban Development,Karnataka,Mangaluru,14.55,67,87.82,91.67,68.17,1,3,0,11.15,69.25,76.11,95.12,Compensation,402,588
