project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days,delay_status
LA-00385,Highway,Tamil Nadu,Chennai,5.0,54,52.71,47.5,72.55,2,6,1,31.83,62.51,61.77,50.07,Possession,561,536,0
LA-00386,Power,Rajasthan,Jaipur,20.73,118,48.31,62.31,52.96,2,6,3,96.75,74.74,49.72,53.85,Valuation,404,557,0
LA-00387,Power,Uttar Pradesh,Varanasi,18.12,127,94.59,70.18,32.86,2,1,5,83.47,98.1,84.07,78.66,Possession,286,524,0
LA-00388,Urban Development,Rajasthan,Kota,5.0,57,97.26,100.0,78.18,3,2,1,44.29,57.79,60.59,72.91,Compensation,327,470,0
LA-00389,Irrigation,Telangana,Karimnagar,9.58,107,98.56,69.51,100.0,3,0,0,81.79,74.54,54.97,95.9,Compensation,384,676,0
LA-00390,Power,Gujarat,Rajkot,13.09,116,89.36,93.04,65.37,1,0,2,81.4,63.02,75.61,78.16,Notification,473,540,0
LA-00391,Irrigation,Maharashtra,Thane,5.0,33,24.65,67.26,38.88,1,1,1,61.44,96.23,84.14,51.4,Rehabilitation,354,603,0
LA-00392,Irrigation,Karnataka,Mangaluru,44.85,121,79.18,76.85,42.98,4,2,1,53.75,75.41,81.04,59.19,Valuation,485,618,0
LA-00393,Irrigation,Maharashtra,Thane,8.04,86,52.45,89.91,44.61,3,0,3,62.17,69.82,39.08,65.82,Valuation,509,516,1
LA-00394,Irrigation,Karnataka,Belagavi,10.38,58,91.22,40.82,69.17,0,4,1,12.37,62.66,68.14,52.8,Valuation,632,487,1
LA-00395,Urban Development,Maharashtra,Nagpur,7.17,52,50.53,52.63,16.32,2,5,1,38.14,50.22,67.12,33.31,Possession,466,530,1
LA-00396,Industrial,Tamil Nadu,Coimbatore,5.0,56,75.76,65.95,67.84,0,3,1,71.24,73.14,75.06,84.81,Possession,234,387,0
LA-00397,Highway,Telangana,Khammam,5.0,9,77.13,38.37,72.55,0,1,0,76.37,54.23,84.2,52.52,Compensation,224,398,0
LA-00398,Highway,Tamil Nadu,Madurai,9.25,116,77.63,34.64,100.0,2,0,2,100.0,82.45,85.77,80.64,Valuation,361,610,0
LA-00399,Railway,Tamil Nadu,Salem,13.54,74,22.89,75.94,63.96,0,5,2,63.36,70.15,87.97,69.46,Valuation,644,620,1
LA-00400,Railway,Rajasthan,Jodhpur,19.88,59,69.59,60.54,48.35,0,3,3,100.0,96.45,96.74,53.21,Notification,269,481,0
LA-00401,Irrigation,Maharashtra,Thane,5.06,117,73.66,74.97,69.04,3,2,4,43.83,52.96,97.66,69.55,Possession,336,672,0
LA-00402,Power,Gujarat,Rajkot,7.15,230,89.5,61.81,40.77,8,0,5,14.87,47.5,43.42,58.31,Possession,471,648,1
LA-00403,Railway,Telangana,Warangal,5.0,109,95.46,57.38,30.55,3,2,3,7.0,85.65,88.49,67.95,Valuation,398,571,1
LA-00404,Railway,Rajasthan,Udaipur,5.03,81,67.95,33.22,46.76,1,7,0,63.14,50.87,33.82,36.48,Notification,702,614,1
LA-00405,Industrial,Tamil Nadu,Coimbatore,5.24,112,91.39,79.23,80.42,4,5,3,57.24,28.2,75.98,74.61,Rehabilitation,456,584,0
LA-00406,Urban Development,Karnataka,Belagavi,5.0,95,100.0,54.24,68.65,3,4,2,26.64,65.63,49.03,47.7,Valuation,496,589,1
LA-00407,Urban Development,Madhya Pradesh,Jabalpur,14.12,97,79.73,76.13,66.04,1,3,2,89.83,84.23,84.85,80.96,Rehabilitation,272,424,0
LA-00408,Railway,Tamil Nadu,Tiruchirappalli,8.55,90,97.8,82.51,60.28,2,0,3,92.46,20.7,59.59,78.55,Rehabilitation,359,524,1
LA-00409,Industrial,Karnataka,Belagavi,10.57,97,57.57,78.8,59.51,3,2,2,16.31,72.29,66.9,72.76,Possession,273,537,0
LA-00410,Urban Development,Telangana,Warangal,6.25,85,63.53,83.31,100.0,2,2,1,41.12,74.65,50.18,79.91,Valuation,388,584,0
LA-00411,Urban Development,Rajasthan,Kota,5.0,68,54.24,97.57,73.6,2,3,0,74.38,53.89,82.99,57.41,Notification,561,600,1
LA-00412,Power,Uttar Pradesh,Agra,17.57,177,55.48,100.0,80.66,4,2,5,70.01,48.31,100.0,80.92,Possession,315,523,0
LA-00413,Highway,Maharashtra,Nagpur,14.61,87,95.58,89.23,89.28,2,1,1,45.03,61.52,73.81,89.34,Notification,228,505,0
LA-00414,Railway,Karnataka,Belagavi,22.34,75,83.44,80.39,82.52,1,2,1,82.57,71.73,71.09,95.83,Possession,405,523,0
LA-00415,Railway,Telangana,Hyderabad,7.67,3,79.29,79.41,70.72,0,4,1,78.93,68.03,57.87,85.04,Valuation,175,372,1
LA-00416,Industrial,Tamil Nadu,Chennai,10.85,101,98.65,67.1,72.93,0,1,2,60.39,48.26,73.13,68.53,Rehabilitation,352,408,0
LA-00417,Highway,Telangana,Khammam,5.0,80,74.92,82.47,59.71,3,2,1,42.57,59.27,88.87,60.94,Compensation,391,556,0
LA-00418,Railway,Telangana,Hyderabad,10.33,132,100.0,55.19,9.12,1,4,1,87.51,62.27,43.05,56.93,Compensation,596,575,0
LA-00419,Railway,Gujarat,Rajkot,28.93,25,57.09,59.14,56.16,0,2,0,95.17,98.31,90.64,59.17,Notification,438,417,0
LA-00420,Power,Tamil Nadu,Coimbatore,5.0,63,95.9,80.1,100.0,2,2,2,49.39,84.88,80.13,82.74,Valuation,255,559,0
LA-00421,Highway,Karnataka,Belagavi,5.81,152,100.0,82.8,85.34,2,0,0,65.67,75.7,84.37,92.78,Valuation,375,647,0
LA-00422,Power,Uttar Pradesh,Varanasi,15.21,40,92.7,95.5,100.0,0,0,3,66.34,47.04,73.55,70.96,Possession,359,495,0
LA-00423,Highway,Maharashtra,Pune,11.12,92,87.02,67.61,63.24,2,2,1,81.74,99.84,59.42,58.56,Compensation,600,569,0
LA-00424,Railway,Rajasthan,Ajmer,10.25,18,49.0,77.43,44.62,1,2,2,86.14,34.33,72.12,47.04,Possession,340,378,1
LA-00425,Urban Development,Telangana,Hyderabad,9.34,1,51.32,57.26,68.56,1,3,1,54.26,100.0,57.51,58.55,Compensation,180,457,0
LA-00426,Railway,Karnataka,Bengaluru,11.39,98,85.99,96.92,46.57,2,2,4,63.95,63.5,63.25,82.73,Notification,373,487,1
LA-00427,Railway,Telangana,Khammam,13.75,109,59.01,26.72,73.14,2,2,5,72.7,60.71,100.0,70.59,Rehabilitation,226,518,1
LA-00428,Highway,Maharashtra,Aurangabad,5.8,133,98.19,53.68,38.62,2,2,8,71.92,80.7,100.0,72.43,Possession,416,471,1
LA-00429,Urban Development,Gujarat,Kutch,11.17,27,71.49,57.88,53.29,0,3,3,82.65,47.76,64.09,70.94,Possession,351,548,0
LA-00430,Railway,Rajasthan,Kota,32.53,102,66.73,74.16,66.92,3,2,1,21.52,31.7,100.0,75.7,Rehabilitation,480,563,0
LA-00431,Highway,Tamil Nadu,Coimbatore,5.93,22,87.63,57.03,16.56,0,7,0,51.09,61.95,79.56,44.48,Possession,242,400,1
LA-00432,Industrial,Rajasthan,Jaipur,9.43,50,70.18,72.64,45.22,3,2,1,34.38,48.44,67.25,60.97,Possession,438,631,0
LA-00433,Irrigation,Maharashtra,Thane,7.25,66,84.43,53.05,56.66,0,1,0,25.92,76.75,56.49,30.16,Possession,544,533,0
LA-00434,Urban Development,Gujarat,Vadodara,5.0,139,100.0,67.09,71.64,1,3,2,36.29,65.06,75.1,67.94,Rehabilitation,175,433,0
LA-00435,Highway,Telangana,Nizamabad,10.68,76,82.37,65.43,78.68,1,2,2,22.92,54.82,93.92,76.38,Compensation,336,454,0
LA-00436,Power,Gujarat,Rajkot,6.18,110,67.16,86.17,61.15,2,4,1,99.23,61.33,67.66,74.8,Notification,296,563,1
LA-00437,Irrigation,Madhya Pradesh,Indore,13.63,134,86.48,31.15,60.58,4,3,1,32.26,64.34,54.3,55.66,Possession,574,569,1
LA-00438,Power,Tamil Nadu,Coimbatore,9.21,83,89.81,61.27,87.58,0,2,3,67.09,54.41,83.93,77.66,Notification,369,508,0
LA-00439,Irrigation,Tamil Nadu,Coimbatore,5.0,1,73.19,69.0,59.18,1,2,0,65.83,79.89,64.91,62.68,Rehabilitation,397,500,1
LA-00440,Power,Uttar Pradesh,Kanpur,5.0,94,64.6,79.13,55.92,3,3,0,38.48,79.47,39.45,49.5,Valuation,472,627,1
LA-00441,Highway,Uttar Pradesh,Lucknow,22.21,78,100.0,100.0,61.12,2,6,1,46.14,70.14,61.0,71.68,Compensation,487,596,0
LA-00442,Railway,Gujarat,Surat,5.62,96,92.2,72.38,47.96,4,2,4,49.41,73.81,68.5,75.02,Notification,165,426,1
LA-00443,Irrigation,Karnataka,Mangaluru,14.39,114,94.29,100.0,88.11,3,3,1,64.72,49.08,69.81,79.16,Rehabilitation,333,615,1
LA-00444,Urban Development,Uttar Pradesh,Agra,5.0,105,81.95,89.91,76.66,5,4,3,52.92,58.74,64.2,72.0,Notification,498,507,0
LA-00445,Power,Madhya Pradesh,Jabalpur,5.0,55,76.38,62.23,59.25,0,1,1,68.02,71.2,49.93,60.46,Compensation,170,471,0
LA-00446,Highway,Tamil Nadu,Madurai,6.62,105,83.89,49.83,30.35,4,2,1,96.9,96.28,88.95,47.28,Notification,566,578,0
LA-00447,Irrigation,Telangana,Karimnagar,12.16,113,94.46,32.29,75.2,0,1,2,81.63,53.97,51.42,70.09,Rehabilitation,414,648,0
LA-00448,Industrial,Tamil Nadu,Coimbatore,5.0,73,89.11,71.38,61.08,1,3,3,88.25,41.75,69.76,64.38,Rehabilitation,293,484,0
LA-00449,Power,Uttar Pradesh,Agra,17.23,103,84.0,55.75,34.72,1,2,0,50.09,67.6,90.22,72.07,Possession,333,636,1
LA-00450,Irrigation,Maharashtra,Aurangabad,9.94,39,89.45,65.06,21.63,1,2,0,100.0,59.32,62.36,63.71,Notification,320,463,0
LA-00451,Industrial,Rajasthan,Ajmer,5.06,15,100.0,70.7,100.0,0,2,1,62.22,62.35,62.39,75.44,Compensation,402,438,0
LA-00452,Irrigation,Maharashtra,Pune,16.85,135,93.94,86.6,72.2,3,3,2,65.28,88.65,48.7,71.42,Compensation,215,489,1
LA-00453,Power,Karnataka,Hubballi,5.16,57,79.64,37.71,32.2,1,5,0,68.69,66.85,59.68,55.19,Rehabilitation,434,536,0
LA-00454,Urban Development,Telangana,Warangal,5.0,77,75.25,76.62,80.49,3,5,3,74.62,61.36,95.63,91.44,Rehabilitation,330,532,0
LA-00455,Irrigation,Uttar Pradesh,Lucknow,34.04,64,77.48,93.26,51.55,0,1,0,48.35,78.64,37.96,76.49,Compensation,116,451,0
LA-00456,Urban Development,Telangana,Nizamabad,6.41,45,84.23,54.09,100.0,2,0,2,84.65,84.17,76.08,83.13,Notification,295,487,0
LA-00457,Highway,Telangana,Nizamabad,12.17,165,57.63,61.47,55.43,2,1,5,92.54,85.66,79.3,70.08,Possession,443,618,1
LA-00458,Power,Rajasthan,Jaipur,14.56,1,100.0,87.26,45.74,0,3,1,53.24,55.26,57.53,63.67,Valuation,335,464,0
LA-00459,Urban Development,Uttar Pradesh,Lucknow,5.0,51,71.51,84.8,60.18,1,4,1,69.98,83.06,64.0,66.84,Valuation,323,521,1
LA-00460,Highway,Madhya Pradesh,Jabalpur,9.92,146,46.39,56.3,61.93,3,4,3,69.9,99.52,88.04,59.99,Compensation,487,672,0
LA-00461,Industrial,Gujarat,Kutch,5.23,93,62.26,45.81,91.34,4,6,3,77.45,20.18,51.64,75.39,Valuation,390,541,1
LA-00462,Power,Uttar Pradesh,Agra,19.15,132,53.53,100.0,89.94,1,3,4,18.92,75.43,84.76,71.82,Compensation,440,493,1
LA-00463,Industrial,Maharashtra,Thane,5.0,117,77.12,53.82,76.87,3,3,4,74.68,56.51,63.96,66.34,Valuation,422,503,1
LA-00464,Urban Development,Tamil Nadu,Salem,8.03,74,55.83,66.01,65.38,1,3,0,49.35,36.71,50.52,56.76,Compensation,341,593,0
LA-00465,Power,Karnataka,Mysuru,16.53,104,83.69,100.0,33.94,1,3,2,26.53,79.4,64.16,43.76,Notification,536,602,1
LA-00466,Highway,Rajasthan,Udaipur,25.02,189,54.1,36.16,81.51,3,2,1,92.77,63.5,73.28,73.65,Possession,306,528,0
LA-00467,Industrial,Maharashtra,Nagpur,5.15,1,66.77,76.05,51.93,0,2,0,54.68,55.78,65.67,49.05,Compensation,421,477,0
LA-00468,Power,Uttar Pradesh,Kanpur,5.85,63,90.04,66.77,59.16,4,3,2,60.67,69.56,73.37,65.89,Possession,373,519,1
LA-00469,Irrigation,Uttar Pradesh,Kanpur,8.58,97,60.54,37.98,77.76,4,3,1,95.63,67.35,66.06,67.47,Notification,257,559,0
LA-00470,Railway,Maharashtra,Aurangabad,16.31,79,64.45,72.48,77.53,2,3,2,88.89,38.21,51.16,77.48,Valuation,276,453,1
LA-00471,Power,Uttar Pradesh,Lucknow,5.0,93,88.87,83.07,74.0,4,2,0,30.52,42.45,90.82,84.66,Compensation,427,481,1
LA-00472,Power,Tamil Nadu,Chennai,5.0,101,59.44,61.3,77.74,3,3,0,70.28,28.12,50.64,68.39,Possession,469,517,1
LA-00473,Urban Development,Karnataka,Hubballi,5.0,17,86.17,64.98,69.08,1,3,0,100.0,61.96,98.57,82.88,Valuation,389,487,0
LA-00474,Power,Rajasthan,Kota,17.41,96,57.44,85.15,45.57,2,0,3,0.66,83.63,65.17,56.3,Possession,528,624,1
LA-00475,Railway,Maharashtra,Nashik,6.74,24,93.87,80.06,100.0,0,2,1,35.63,26.56,66.31,74.88,Valuation,327,424,1
LA-00476,Railway,Uttar Pradesh,Lucknow,8.71,80,74.26,84.6,55.83,0,2,1,46.25,86.21,57.0,72.39,Compensation,251,447,0
LA-00477,Urban Development,Tamil Nadu,Salem,16.77,142,61.02,45.55,39.65,2,1,2,92.03,51.44,82.34,53.48,Possession,505,549,1
LA-00478,Railway,Maharashtra,Pune,11.86,154,82.19,77.94,73.68,7,4,2,31.14,97.99,77.75,78.2,Compensation,412,621,1
LA-00479,Industrial,Uttar Pradesh,Prayagraj,5.0,96,87.26,48.11,60.91,1,3,0,51.95,80.55,68.13,55.74,Rehabilitation,388,463,0
LA-00480,Industrial,Maharashtra,Nashik,22.3,46,77.29,89.41,36.32,3,4,2,75.28,100.0,51.47,65.67,Compensation,414,432,1
LA-00481,Power,Maharashtra,Aurangabad,8.43,92,69.24,81.73,45.7,5,1,0,43.8,56.65,100.0,82.28,Rehabilitation,425,683,0
LA-00482,Power,Tamil Nadu,Coimbatore,5.0,174,60.41,63.63,75.89,2,2,4,71.32,62.9,82.39,68.92,Possession,520,658,1
LA-00483,Power,Rajasthan,Jodhpur,30.58,120,89.93,51.99,56.06,5,1,3,90.53,56.64,54.76,50.69,Rehabilitation,549,583,0
LA-00484,Urban Development,Gujarat,Ahmedabad,6.18,107,52.52,93.88,92.62,3,0,0,12.04,53.89,59.25,70.71,Possession,372,620,0
LA-00485,Railway,Karnataka,Mysuru,14.29,45,67.74,99.17,66.38,2,4,2,24.71,72.91,65.41,54.75,Valuation,481,508,1
LA-00486,Irrigation,Madhya Pradesh,Jabalpur,5.0,34,70.1,79.62,42.27,0,0,1,35.23,70.75,71.65,53.76,Possession,443,486,1
LA-00487,Irrigation,Maharashtra,Nagpur,5.0,26,59.22,78.67,59.1,0,5,0,19.63,62.47,77.81,62.62,Valuation,297,445,0
LA-00488,Power,Karnataka,Mysuru,10.67,69,84.52,52.21,54.22,3,3,1,30.42,100.0,59.44,37.4,Compensation,385,461,1
LA-00489,Urban Development,Maharashtra,Thane,12.66,98,71.2,58.34,94.92,0,3,1,64.82,65.95,79.73,91.72,Valuation,452,492,1
LA-00490,Urban Development,Rajasthan,Jodhpur,5.66,96,85.38,54.94,39.3,2,0,0,100.0,58.32,72.25,62.81,Possession,442,523,0
LA-00491,Power,Tamil Nadu,Tiruchirappalli,9.58,34,63.46,64.53,40.85,0,3,0,48.59,55.7,55.15,55.28,Notification,325,540,0
LA-00492,Highway,Maharashtra,Pune,5.39,7,79.59,89.67,58.88,0,3,0,10.56,74.84,70.45,68.77,Possession,131,489,1
LA-00493,Irrigation,Madhya Pradesh,Ujjain,30.45,147,88.88,77.13,49.45,5,4,1,55.19,72.83,68.19,71.1,Rehabilitation,373,687,1
LA-00494,Urban Development,Gujarat,Vadodara,8.69,128,77.7,63.31,76.44,7,4,2,66.54,88.61,82.05,71.81,Possession,269,505,0
LA-00495,Irrigation,Karnataka,Belagavi,6.19,140,80.41,96.64,91.42,2,1,2,29.41,51.66,86.03,83.24,Valuation,308,432,0
LA-00496,Power,Telangana,Nizamabad,5.0,8,92.28,100.0,49.78,0,2,1,48.51,78.31,84.38,73.76,Rehabilitation,384,424,0
LA-00497,Highway,Gujarat,Surat,5.0,77,74.12,82.32,63.69,0,2,0,55.28,79.82,67.18,75.28,Rehabilitation,314,513,1
LA-00498,Industrial,Uttar Pradesh,Varanasi,11.07,95,56.17,96.75,80.87,4,3,0,84.04,76.01,60.17,74.34,Valuation,257,511,1
LA-00499,Irrigation,Rajasthan,Kota,8.02,67,37.95,100.0,87.9,3,2,2,70.7,64.91,82.85,80.89,Compensation,277,501,1
LA-00500,Power,Tamil Nadu,Salem,15.37,85,81.67,100.0,96.76,3,7,0,79.96,70.43,100.0,92.07,Valuation,326,559,0
LA-00501,Irrigation,Maharashtra,Nagpur,5.0,55,75.36,61.88,32.58,1,6,0,55.55,50.17,71.01,71.38,Valuation,99,401,1
LA-00502,Industrial,Maharashtra,Nagpur,7.71,62,80.08,71.75,47.92,1,2,1,65.89,43.15,55.66,50.77,Rehabilitation,418,504,0
LA-00503,Railway,Rajasthan,Jaipur,6.44,71,100.0,89.0,43.72,1,1,2,62.4,27.96,48.96,63.51,Notification,482,535,0
LA-00504,Irrigation,Telangana,Khammam,5.0,73,76.66,93.97,64.32,0,5,0,49.88,88.9,70.06,70.72,Rehabilitation,420,563,0
LA-00505,Railway,Rajasthan,Kota,6.24,86,85.25,87.31,54.5,1,3,1,48.99,65.15,86.63,67.48,Possession,255,422,1
LA-00506,Power,Tamil Nadu,Coimbatore,6.02,99,81.35,85.47,40.88,1,3,3,51.83,63.49,47.2,52.77,Valuation,308,473,1
LA-00507,Industrial,Uttar Pradesh,Varanasi,11.82,50,98.08,45.5,77.53,1,4,0,99.44,99.35,83.47,80.13,Compensation,187,381,1
LA-00508,Industrial,Gujarat,Ahmedabad,11.34,23,88.41,81.39,65.58,0,2,0,54.18,87.24,54.52,79.98,Rehabilitation,230,472,0
LA-00509,Urban Development,Uttar Pradesh,Kanpur,25.36,160,91.22,71.49,64.5,2,2,3,78.33,45.43,92.9,64.11,Valuation,488,701,0
LA-00510,Urban Development,Tamil Nadu,Chennai,7.03,83,44.51,65.14,87.27,1,2,1,75.17,76.65,37.26,80.96,Notification,295,425,0
LA-00511,Irrigation,Uttar Pradesh,Prayagraj,12.0,66,60.33,52.63,30.27,1,3,2,29.67,68.75,67.26,64.23,Rehabilitation,429,419,1
LA-00512,Irrigation,Gujarat,Ahmedabad,27.21,142,51.09,79.31,38.6,2,2,0,32.68,53.64,61.23,35.42,Rehabilitation,355,517,1
LA-00513,Railway,Karnataka,Hubballi,5.0,72,87.54,60.66,80.82,3,1,2,69.43,77.24,68.03,82.24,Rehabilitation,300,491,0
LA-00514,Irrigation,Gujarat,Vadodara,5.0,40,90.54,64.87,83.49,0,3,0,89.04,73.57,61.26,68.51,Notification,485,518,0
LA-00515,Urban Development,Madhya Pradesh,Jabalpur,5.67,8,83.28,47.7,46.55,0,0,0,31.42,54.3,100.0,61.38,Possession,396,504,0
LA-00516,Irrigation,Maharashtra,Aurangabad,8.99,64,52.03,65.61,69.17,3,2,1,50.7,34.69,71.63,69.33,Possession,453,495,0
LA-00517,Industrial,Karnataka,Mangaluru,14.61,128,79.12,57.98,81.15,2,1,4,58.56,51.35,71.72,68.81,Possession,289,597,0
LA-00518,Highway,Rajasthan,Jaipur,6.0,99,85.44,63.99,22.2,4,3,2,54.31,74.57,64.55,54.84,Rehabilitation,414,515,1
LA-00519,Irrigation,Tamil Nadu,Tiruchirappalli,5.0,1,73.83,39.63,65.02,0,4,0,77.97,61.88,63.17,55.52,Compensation,340,514,0
LA-00520,Railway,Madhya Pradesh,Ujjain,6.58,1,59.16,38.59,71.41,0,1,0,47.56,57.24,97.15,53.65,Possession,217,431,1
LA-00521,Industrial,Gujarat,Ahmedabad,7.2,28,69.88,76.04,57.24,0,3,0,58.85,66.44,23.2,69.01,Notification,434,544,0
LA-00522,Railway,Tamil Nadu,Salem,5.0,1,100.0,85.9,100.0,1,3,0,89.7,99.57,100.0,100.0,Possession,277,465,0
LA-00523,Industrial,Rajasthan,Ajmer,5.0,112,100.0,88.33,87.26,4,0,0,58.06,26.98,87.05,84.08,Possession,432,623,0
LA-00524,Railway,Tamil Nadu,Tiruchirappalli,8.68,54,86.71,75.8,64.97,1,2,0,82.33,54.78,68.2,75.75,Compensation,290,469,0
LA-00525,Railway,Telangana,Khammam,5.0,72,80.51,50.76,55.41,0,2,0,91.94,96.72,75.12,61.96,Compensation,506,471,0
LA-00526,Urban Development,Tamil Nadu,Tiruchirappalli,5.0,52,86.69,57.46,39.14,2,4,0,65.87,66.05,92.86,73.28,Possession,285,490,1
LA-00527,Urban Development,Uttar Pradesh,Prayagraj,5.0,38,66.26,58.07,24.03,1,1,0,78.96,67.0,96.49,59.4,Compensation,275,438,0
LA-00528,Industrial,Gujarat,Rajkot,9.26,93,81.64,67.2,78.29,2,2,1,93.53,74.61,73.62,74.84,Compensation,395,465,0
LA-00529,Power,Maharashtra,Aurangabad,7.9,100,77.49,80.49,56.61,1,1,1,66.45,49.47,60.4,55.64,Possession,430,550,0
LA-00530,Irrigation,Gujarat,Kutch,9.67,151,50.57,68.8,28.3,4,4,2,2.88,53.32,51.18,39.71,Rehabilitation,663,562,1
LA-00531,Irrigation,Madhya Pradesh,Indore,9.01,82,73.23,59.42,65.51,1,2,3,85.49,52.89,100.0,67.77,Possession,492,571,0
LA-00532,Industrial,Rajasthan,Ajmer,6.55,136,58.09,69.59,78.08,1,2,4,100.0,58.83,71.65,81.24,Possession,526,580,0
LA-00533,Industrial,Rajasthan,Jodhpur,17.66,108,38.18,75.99,55.07,2,6,1,72.89,56.11,62.39,51.04,Notification,487,558,1
LA-00534,Urban Development,Maharashtra,Nashik,5.88,79,81.57,81.11,42.39,1,1,0,50.32,98.08,73.72,62.8,Notification,306,497,0
LA-00535,Industrial,Tamil Nadu,Salem,5.13,86,100.0,47.3,35.28,2,6,4,39.36,34.65,87.83,49.46,Valuation,375,464,1
LA-00536,Industrial,Madhya Pradesh,Gwalior,5.0,118,71.86,86.15,60.77,1,1,4,0.0,66.97,76.97,62.1,Possession,367,572,0
LA-00537,Urban Development,Uttar Pradesh,Lucknow,9.46,66,63.17,43.81,73.21,1,0,0,26.71,64.43,54.13,54.78,Valuation,443,504,0
LA-00538,Urban Development,Madhya Pradesh,Ujjain,16.06,39,79.24,56.89,68.29,0,2,1,46.73,46.84,86.0,80.35,Compensation,300,514,1
LA-00539,Power,Uttar Pradesh,Prayagraj,7.49,102,100.0,66.66,86.98,2,2,2,45.27,81.57,36.25,74.16,Rehabilitation,329,500,1
LA-00540,Irrigation,Rajasthan,Udaipur,16.0,115,78.9,42.9,23.41,6,3,1,71.7,100.0,76.53,61.12,Possession,350,616,1
LA-00541,Irrigation,Tamil Nadu,Madurai,7.75,71,100.0,44.3,94.25,2,2,1,32.7,100.0,64.66,60.12,Possession,362,450,0
LA-00542,Industrial,Madhya Pradesh,Bhopal,14.76,1,100.0,100.0,68.15,0,3,0,29.51,87.26,81.9,81.24,Compensation,397,479,0
LA-00543,Urban Development,Karnataka,Mysuru,5.0,63,75.92,72.75,90.67,0,6,0,44.35,62.39,58.91,69.5,Compensation,211,533,1
LA-00544,Irrigation,Madhya Pradesh,Gwalior,7.14,26,100.0,69.65,48.13,1,8,0,78.79,86.48,64.87,76.06,Compensation,251,454,0
LA-00545,Industrial,Tamil Nadu,Tiruchirappalli,14.71,1,100.0,100.0,58.26,0,1,1,60.23,69.52,38.16,75.94,Compensation,434,434,0
LA-00546,Irrigation,Maharashtra,Thane,25.19,158,76.65,74.29,61.88,5,3,2,89.7,62.85,59.91,66.83,Possession,512,705,1
LA-00547,Industrial,Telangana,Nizamabad,17.74,146,100.0,60.02,48.19,1,1,3,78.8,100.0,70.2,70.22,Valuation,540,487,1
LA-00548,Irrigation,Gujarat,Rajkot,5.6,42,65.59,100.0,39.36,1,0,1,95.35,61.39,91.19,89.3,Notification,122,382,0
LA-00549,Irrigation,Uttar Pradesh,Agra,5.0,28,79.46,80.11,20.82,0,3,0,48.62,42.3,64.36,47.85,Rehabilitation,220,447,0
LA-00550,Railway,Madhya Pradesh,Ujjain,5.99,117,84.9,68.6,46.46,6,0,3,69.13,81.81,76.29,68.37,Compensation,554,628,1
LA-00551,Urban Development,Karnataka,Mysuru,7.83,183,91.43,70.99,48.82,2,0,6,57.34,99.09,94.66,74.78,Notification,456,654,1
LA-00552,Urban Development,Madhya Pradesh,Bhopal,9.34,115,94.77,71.13,51.73,3,1,2,91.92,50.25,69.85,79.59,Notification,396,590,0
LA-00553,Power,Madhya Pradesh,Bhopal,5.0,53,83.56,59.5,47.85,0,4,0,78.77,78.5,27.01,50.96,Notification,369,436,1
LA-00554,Highway,Telangana,Nizamabad,6.24,55,76.29,60.93,75.53,1,0,1,79.64,60.41,64.34,83.17,Rehabilitation,111,456,1
LA-00555,Highway,Rajasthan,Jaipur,5.0,77,95.19,68.34,77.01,3,2,1,55.46,66.36,80.15,72.66,Possession,193,555,0
LA-00556,Railway,Telangana,Karimnagar,5.0,135,32.43,100.0,62.5,3,2,2,68.16,46.74,93.92,88.82,Rehabilitation,389,481,0
LA-00557,Power,Madhya Pradesh,Jabalpur,5.0,8,100.0,67.18,56.83,1,3,3,62.72,91.42,71.94,58.81,Compensation,312,399,0
LA-00558,Irrigation,Gujarat,Ahmedabad,5.03,73,68.1,98.28,54.97,0,8,1,68.42,43.38,63.64,69.39,Possession,320,541,0
LA-00559,Railway,Gujarat,Surat,32.8,114,96.69,62.97,90.07,3,4,3,85.48,85.85,47.0,72.07,Rehabilitation,506,610,1
LA-00560,Railway,Gujarat,Vadodara,5.0,119,100.0,100.0,68.11,5,2,5,75.02,95.4,58.47,89.18,Rehabilitation,324,515,0
LA-00561,Railway,Karnataka,Bengaluru,5.0,148,96.18,69.92,68.06,1,2,2,54.05,56.18,75.92,67.52,Notification,521,564,0
LA-00562,Irrigation,Maharashtra,Nagpur,10.69,106,69.06,48.34,76.21,1,2,3,42.08,59.99,40.54,77.89,Compensation,316,486,0
LA-00563,Industrial,Uttar Pradesh,Kanpur,18.45,21,73.52,55.35,70.73,1,4,0,55.6,77.19,100.0,75.86,Possession,438,473,0
LA-00564,Industrial,Karnataka,Mysuru,6.39,175,46.98,55.23,50.21,5,2,5,100.0,100.0,68.5,69.97,Notification,495,685,1
LA-00565,Irrigation,Rajasthan,Udaipur,18.5,89,81.53,89.72,96.81,2,4,1,52.79,50.36,59.36,92.91,Compensation,302,498,0
LA-00566,Power,Rajasthan,Jaipur,5.0,90,14.12,80.07,31.94,1,2,1,15.17,28.24,52.17,39.52,Compensation,562,627,1
LA-00567,Irrigation,Madhya Pradesh,Bhopal,22.21,100,100.0,57.57,20.98,2,1,1,22.69,80.07,81.31,38.0,Possession,615,637,1
LA-00568,Power,Telangana,Karimnagar,12.16,85,97.33,86.4,100.0,1,2,2,48.23,83.59,46.42,77.65,Possession,154,405,0
